収穫日,企業名,収穫野菜名,収穫量（ｇ）
2025-10-27,富士機械/葉物野菜,ベビーリーフ ロロロッサ,460
2025-10-27,東レ/加工BL,加工BL,380
2025-10-27,東レ/葉物野菜,ベビーリーフ ロログリーン,560
2025-10-27,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,1160
2025-10-27,牧野フライス/葉物野菜,ベビーリーフ グリーンオーク,140
2025-10-27,マルテー/葉物野菜,ベビーリーフ ピノグリーン,300
2025-10-27,サンセイランディテック/加工BL,加工BL,40
2025-10-27,サンセイランディテック/葉物野菜,ベビーリーフ グリーンオーク,80
2025-10-27,日本ロレアル/葉物野菜,ベビーリーフ グリーンオーク,120
2025-10-27,三和/葉物野菜,ベビーリーフ グリーンオーク,820
2025-10-27,バリュエンス/葉物野菜,ベビーリーフ ロログリーン,400
2025-10-27,バリュエンス/葉物野菜,ベビーリーフ ロログリーン,440
2025-10-27,日本ロレアル/加工BL,加工BL,180
2025-10-27,岡部/葉物野菜,ベビーリーフ レッドオーク,520
2025-10-27,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,540
2025-10-27,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,280
2025-10-27,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,320
2025-10-27,日建/ミニトマト,ミニトマト,920
2025-10-27,Adobe/葉物野菜,ベビーリーフ ロログリーン,580
2025-10-27,QB/加工BL,加工BL,120
2025-10-27,QB/葉物野菜,ベビーリーフ グリーンオーク,280
2025-10-27,三和/葉物野菜,ベビーリーフ グリーンオーク,240
2025-10-27,東レ/加工BL,加工BL,240
2025-10-27,東レ/葉物野菜,ベビーリーフ グリーンオーク,160
2025-10-27,ケイアイ/加工BL,加工BL,220
2025-10-27,QB/葉物野菜,ベビーリーフ ピノグリーン,100
2025-10-27,バリュエンス/葉物野菜,ベビーリーフ ロログリーン,380
2025-10-27,バリュエンス/葉物野菜,ベビーリーフ ロログリーン,220
2025-10-27,マルテー/葉物野菜,ベビーリーフ ピノグリーン,140
2025-10-27,東レ/葉物野菜,ベビーリーフ ロログリーン,240
2025-10-27,ソリトン/葉物野菜,ベビーリーフ ロログリーン,780
2025-10-27,Adobe/葉物野菜,ベビーリーフ ロログリーン,1020
2025-10-27,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,160
2025-10-27,岡部/加工BL,加工BL,180
2025-10-27,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,940
2025-10-27,昭和女子/加工BL,加工BL,340
2025-10-27,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,420
2025-10-27,バリュエンス/加工BL,加工BL,80
2025-10-27,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,180
2025-10-27,QB/加工BL,加工BL,140
2025-10-28,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,20
2025-10-28,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,240
2025-10-28,Adobe/葉物野菜,ベビーリーフ ロログリーン,220
2025-10-28,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,140
2025-10-28,バリュエンス/加工BL,加工BL,140
2025-10-28,日建/葉物野菜,ベビーリーフ ピノグリーン,100
2025-10-28,三和/葉物野菜,ベビーリーフ グリーンオーク,420
2025-10-28,東レ/葉物野菜,ベビーリーフ グリーンオーク,100
2025-10-28,岡部/葉物野菜,ベビーリーフ レッドオーク,140
2025-10-28,富士機材/葉物野菜,ベビーリーフ ロログリーン,400
2025-10-28,Adobe/葉物野菜,ベビーリーフ ロログリーン,160
2025-10-28,NaITO/加工BL,加工BL,200
2025-10-28,NaITO/葉物野菜,ベビーリーフ ロロロッサ,200
2025-10-28,バリュエンス/加工BL,加工BL,180
2025-10-28,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,160
2025-10-28,日本ロレアル/葉物野菜,ベビーリーフ グリーンオーク,300
2025-10-28,昭和女子/加工BL,加工BL,200
2025-10-28,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,380
2025-10-28,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,160
2025-10-28,岡部/加工BL,加工BL,150
2025-10-28,QB/加工BL,加工BL,120
2025-10-28,QB/加工BL,加工BL,120
2025-10-28,QB/葉物野菜,ベビーリーフ グリーンオーク,180
2025-10-28,慈誠会/葉物野菜,ベビーリーフ ピノグリーン,240
2025-10-28,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,480
2025-10-28,岡部/葉物野菜,ベビーリーフ レッドオーク,320
2025-10-28,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,240
2025-10-28,ケイアイ/,ブロッコリースプラウト,1100
2025-10-28,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,320
2025-10-28,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,260
2025-10-29,NaITO/加工BL,加工BL,180
2025-10-29,NaITO/葉物野菜,ベビーリーフ ロロロッサ,40
2025-10-29,バリュエンス/加工BL,加工BL,100
2025-10-29,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,100
2025-10-29,富士機材/葉物野菜,ベビーリーフ ロログリーン,320
2025-10-29,日建/ミニトマト,ミニトマト,340
2025-10-29,岡部/葉物野菜,ベビーリーフ グリーンオーク,220
2025-10-29,QB/加工BL,加工BL,190
2025-10-29,QB/葉物野菜,ベビーリーフ グリーンオーク,280
2025-10-29,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,560
2025-10-29,東レ/加工BL,加工BL,60
2025-10-29,東レ/葉物野菜,ベビーリーフ レッドオーク,460
2025-10-29,東レ/葉物野菜,ベビーリーフ グリーンオーク,360
2025-10-29,ソリトン/葉物野菜,ベビーリーフ ロログリーン,1060
2025-10-29,QB/葉物野菜,ベビーリーフ ピノグリーン,80
2025-10-29,三和/根菜,ラディッシュ,360
2025-10-29,Adobe/葉物野菜,ベビーリーフ ロログリーン,440
2025-10-29,バリュエンス/加工BL,加工BL,120
2025-10-29,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,240
2025-10-29,NaITO/加工BL,加工BL,180
2025-10-29,NaITO/葉物野菜,ベビーリーフ ロロロッサ,20
2025-10-29,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,200
2025-10-29,富士機材/葉物野菜,パセリ,740
2025-10-29,QB/加工BL,加工BL,160
2025-10-29,QB/葉物野菜,ベビーリーフ ピノグリーン,120
2025-10-29,サンセイランディテック/加工BL,加工BL,20
2025-10-29,サンセイランディテック/葉物野菜,ベビーリーフ グリーンオーク,40
2025-10-29,バリュエンス/葉物野菜,ベビーリーフ ロロロッサ,420
2025-10-29,ケイアイ/加工BL,加工BL,260
2025-10-29,マルテー/葉物野菜,ベビーリーフ ピノグリーン,280
2025-10-29,QB/葉物野菜,ベビーリーフ グリーンオーク,160
2025-10-29,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,540
2025-10-29,QB/葉物野菜,ベビーリーフ ピノグリーン,120
2025-10-29,富士機械/葉物野菜,ベビーリーフ ロロロッサ,860
2025-10-29,富士機械/葉物野菜,ベビーリーフ ロロロッサ,640
2025-10-29,日本ファブテック/葉物野菜,ベビーリーフ グリーンオーク,20
2025-10-29,牧野フライス/葉物野菜,ベビーリーフ グリーンオーク,140
2025-10-29,バリュエンス/葉物野菜,ベビーリーフ ロログリーン,560
2025-10-29,岡部/加工BL,加工BL,60
2025-10-29,岡部/葉物野菜,ベビーリーフ レッドオーク,360
2025/10/29,日建/葉物野菜,島唐辛子,500
2025-10-30,NaITO/加工BL,加工BL,180
2025-10-30,NaITO/葉物野菜,ベビーリーフ ロロロッサ,40
2025-10-30,富士機材/葉物野菜,ベビーリーフ ロログリーン,200
2025-10-30,QB/葉物野菜,ベビーリーフ ピノグリーン,60
2025-10-30,東レ/加工BL,加工BL,80
2025-10-30,東レ/葉物野菜,ベビーリーフ ロロロッサ,740
2025-10-30,ソリトン/葉物野菜,ベビーリーフ ロログリーン,120
2025-10-30,ケイアイ/葉物野菜,ベビーリーフ レッドオーク,220
2025-10-30,QB/葉物野菜,ベビーリーフ ピノグリーン,60
2025-10-30,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,120
2025-10-30,Adobe/葉物野菜,ベビーリーフ ロログリーン,380
2025-10-30,日建/葉物野菜,ベビーリーフ ピノグリーン,180
2025-10-30,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,380
2025-10-30,昭和女子/加工BL,加工BL,160
2025-10-30,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,400
2025-10-30,東レ/葉物野菜,ベビーリーフ ロロロッサ,420
2025-10-30,QB/葉物野菜,ベビーリーフ ピノグリーン,60
2025-10-30,バリュエンス/葉物野菜,ベビーリーフ グリーンオーク,200
2025-10-30,QB/葉物野菜,ベビーリーフ グリーンオーク,100
2025-10-30,日本ロレアル/加工BL,加工BL,40
2025-10-30,日本ロレアル/葉物野菜,ベビーリーフ グリーンオーク,40
2025-10-30,東レ/葉物野菜,ベビーリーフ レッドオーク,260
2025-10-30,日建/葉物野菜,ベビーリーフ グリーンオーク,60
2025-10-30,慈誠会/葉物野菜,ベビーリーフ ロロロッサ,440
2025-10-30,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,140
2025-10-30,ソリトン/,ブロッコリースプラウト,1740
2025-10-30,昭和女子/葉物野菜,ベビーリーフ グリーンオーク,400
2025/10/30,日建/葉物野菜,島唐辛子,100
2025-10-30,日本ロレアル/加工BL,加工BL,140
2025-10-31,QB/葉物野菜,ベビーリーフ ピノグリーン,240
2025-10-31,QB/葉物野菜,ベビーリーフ ピノグリーン,120
2025-10-31,三和/葉物野菜,ベビーリーフ グリーンオーク,360
2025-10-31,東レ/葉物野菜,ベビーリーフ グリーンオーク,100
2025-10-31,東レ/加工BL,加工BL,320
2025-10-31,東レ/葉物野菜,ベビーリーフ ロロロッサ,20
2025-10-31,日建/葉物野菜,ベビーリーフ ピノグリーン,140
2025-10-31,岡部/葉物野菜,ベビーリーフ グリーンオーク,320
2025-10-31,QB/加工BL,加工BL,140
2025-10-31,QB/葉物野菜,ベビーリーフ グリーンオーク,250
2025-10-31,QB/加工BL,加工BL,160
2025-10-31,QB/葉物野菜,ベビーリーフ ピノグリーン,140
2025-10-31,東レ/葉物野菜,ベビーリーフ ロロロッサ,340
2025-10-31,サンテレホン/葉物野菜,ベビーリーフ ピノグリーン,260
2025-10-31,慈誠会/葉物野菜,ベビーリーフ ピノグリーン,140
2025-10-31,サンセイランディテック/加工BL,加工BL,40
2025-10-31,サンセイランディテック/葉物野菜,ベビーリーフ グリーンオーク,20
